registro_sistema,titulo,sub_titulo,assunto,autor,tipo_material,quantidade,ano,edicao,editora,isbn,assunto_lista,assunto_principal
9851,Computer networks,,Redes de computadores.#$&Computação.#$&Informática.,"Tanenbaum, Andrew S.,",Livro,1,1988.0,2nd ed. -,"Prentice-Hall,",0131668366,"['Redes de computadores', 'Computação', 'Informática']",Redes de computadores
9852,Operating systems :,design and implementation /,Sistema operacional#$&Computação.#$&Informática.,"Tanenbaum, Andrew S.,",Livro,4,1987.0,,"Prentice-Hall International,",0136373313,"['Sistema operacional', 'Computação', 'Informática']",Sistema operacional
9853,Compilers :,"principles, techniques, and tools /",Compiladores (Programas de computador)#$&Computação.#$&Informática.,"Aho, Alfred V.,",Livro,2,1985.0,,"Addison-Wesley,",0201100886,"['Compiladores (Programas de computador)', 'Computação', 'Informática']",Compiladores (Programas de computador)
9854,Data Structures And Algorithms,,Estruturas de dados (Computação)#$&Algoritmos.#$&Processamento eletrônico de dados.,"Aho, Alfred V.,",Livro,6,1983.0,,"Wesley,",,"['Estruturas de dados (Computação)', 'Algoritmos', 'Processamento eletrônico de dados']",Estruturas de dados (Computação)
9855,Comunicação de dados,,Processamento eletrônico de dados.#$&Redes de computadores.#$&Sistemas de transmissão de dados.#$&Computação.#$&Informática.,"Alves, Luiz.",Livro,4,1992.0,,"McGraw-Hill,",0074605216,"['Processamento eletrônico de dados', 'Redes de computadores', 'Sistemas de transmissão de dados', 'Computação', 'Informática']",Processamento eletrônico de dados
9856,Principles of concurrent and distributed programming,,Programação (Computadores).#$&Programação paralela (Computação).#$&Processamento eletrônico de dados -#$&Processamento distribuído.,"Ben-Ari, M.",Livro,1,1990.0,,"Prentice Hall,",013711821X,"['Programação (Computadores)', 'Programação paralela (Computação)', 'Processamento eletrônico de dados -', 'Processamento distribuído']",Programação (Computadores)
9862,Algorithmic :,information theory /,Algoritmos.#$&LISP (Linguagem de programação de computador).#$&Algoritmos.,"Chaitin, Gregory J.",Livro,4,1987.0,,"Cambridge University,",0521343062,"['Algoritmos', 'LISP (Linguagem de programação de computador)', 'Algoritmos']",Algoritmos
9876,Computer graphics :,principles and practice /,Computação gráfica.,,Livro,1,1990.0,2nd ed. -,"Addison-Wesley,",0201121107,['Computação gráfica'],Computação gráfica
10334,Creating expert systems for business and industry,,Negócios -#$&Processamento de dados.#$&Sistemas especialistas (Computação).,"Harmon, Paul.",Livro,1,1990.0,,"J. Wiley & Sons,",9780471614968,"['Negócios -', 'Processamento de dados', 'Sistemas especialistas (Computação)']",Negócios -
10895,"FORTRAN, ANSI 77 e WATFIV-S :",um texto universitário /,FORTRAN (Linguagem de programação de computador),"Pereira Filho, Jorge da Cunha,",Livro,1,1987.0,,"Campus,",8570013302,['FORTRAN (Linguagem de programação de computador)'],FORTRAN (Linguagem de programação de computador)
10936,Algorithms,,Algoritmos de computador.#$&Processamento eletrônico de dados.#$&Informática.#$&Computação.,"Sedgewick, Robert,",Livro,1,1988.0,2. ed. -,"Addison-wesley,",0201066734,"['Algoritmos de computador', 'Processamento eletrônico de dados', 'Informática', 'Computação']",Algoritmos de computador
10966,C :,a linguagem de programação /,Linguagem de programação (Computadores).#$&C (Linguagem de programação de computador).#$&Computação.,"Kernighan, Brian W.,",Livro,5,1986.0,,"Campus,",8570014104,"['Linguagem de programação (Computadores)', 'C (Linguagem de programação de computador)', 'Computação']",Linguagem de programação (Computadores)
11007,Desvendando o Hardware do PC,,Microcomputadores.#$&Hardware.#$&Informática.,"Rosch, Winn L.",Livro,4,1990.0,,"Campus,",8570016336,"['Microcomputadores', 'Hardware', 'Informática']",Microcomputadores
11017,Gerenciamento de disco rígido,,Discos rígidos (Computação)#$&MS-DOS (Sistema operacional de computador)#$&Processamento eletrônico de dados.,"Wolverton, Van,",Livro,2,1992.0,,"Campus,",8570017162,"['Discos rígidos (Computação)', 'MS-DOS (Sistema operacional de computador)', 'Processamento eletrônico de dados']",Discos rígidos (Computação)
11968,Introdução ao desenvolvimento de algoritmos e estruturas de dados,,Algoritmos.#$&Estruturas de dados (Computação)#$&Programação (Computadores).#$&Programação estruturada.,"Pinto, Wilson Silva,",Livro,1,1994.0,3. ed. -,"Érica,",8571940436,"['Algoritmos', 'Estruturas de dados (Computação)', 'Programação (Computadores)', 'Programação estruturada']",Algoritmos
12074,Introdução ao TURBO BASIC,,Turbo BASIC (Linguagem de programação de computador)#$&Processamento eletrônico de dados.,"Pimentel, Hercules Gomes.",Livro,2,1988.0,,"Livros Técnicos e Científicos,",8521606087,"['Turbo BASIC (Linguagem de programação de computador)', 'Processamento eletrônico de dados']",Turbo BASIC (Linguagem de programação de computador)
12329,Protocolos :,"para redes de comunicação de dados : conceitos fundamentais de teleprocessamento, Protocolo BSC, Protocolo HDLC, Protocolo SDLC, Protocolo X. 25 /",Rede de computador -#$&Protocolos.#$&Informática.,"Alves, Luiz.",Livro,4,1991.0,"2. ed., rev. e ampl. -","Atlas,",852240710X,"['Rede de computador -', 'Protocolos', 'Informática']",Rede de computador -
12335,Computação gráfica :,o padrão GKS /,Computação gráfica.#$&Informática.#$&Computação.,,Livro,3,1987.0,,"Atlas,",8522402795,"['Computação gráfica', 'Informática', 'Computação']",Computação gráfica
12489,Redes locais de microcomputadores IBM Pc e compatíveis,,Redes de computadores.#$&IBM Personal Computer.#$&Processamento eletrônico de dados.#$&Informática.,"Alves, Luiz.",Livro,4,1989.0,,"Atlas,",8522404321,"['Redes de computadores', 'IBM Personal Computer', 'Processamento eletrônico de dados', 'Informática']",Redes de computadores
12490,"Informática para as áreas de contabilidade, administração e economia",,Informática.#$&Administração de empresas.#$&Contabilidade.#$&Economia.,"Cornachione Junior, Edgard Bruno.",Livro,6,1993.0,1. ed. -,"Atlas,",8522409226,"['Informática', 'Administração de empresas', 'Contabilidade', 'Economia']",Informática
12728,Statistical modelling in GLIM,,Modelos lineares -#$&Estatística.#$&Programa de Computador.#$&Análise de variância.#$&Análise de regressão.,,Livro,1,1994.0,,"Clarendon,",,"['Modelos lineares -', 'Estatística', 'Programa de Computador', 'Análise de variância', 'Análise de regressão']",Modelos lineares -
12928,Informática para bibliotecas,,Bibliotecas -#$&Automação.#$&Sistemas de recuperação da informação.,"Rowley, J. E.,",Livro,16,1994.0,,"Briguet de Lemos,",8585637021,"['Bibliotecas -', 'Automação', 'Sistemas de recuperação da informação']",Bibliotecas -
13048,Inglês básico para informática,,Língua inglesa.#$&Informática#$&Língua inglesa -#$&Inglês técnico.#$&Língua inglesa -#$&Estudo e ensino.,"Galante, Terezinha Prado.",Livro,10,1992.0,3. ed. -,"Atlas,",8522408041,"['Língua inglesa', 'Informática', 'Língua inglesa -', 'Inglês técnico', 'Língua inglesa -', 'Estudo e ensino']",Língua inglesa
15391,Dicionário de programação,,Programação (Computadores).#$&Dicionários.#$&Processamento de dados.#$&Dicionários.#$&Automação.#$&Dicionários.,"Weisert, Conrad",Livro,3,1994.0,,"Campus,",8570019157,"['Programação (Computadores)', 'Dicionários', 'Processamento de dados', 'Dicionários', 'Automação', 'Dicionários']",Programação (Computadores)
16155,"Informática aplicada às áreas de contabilidade, administração e economia",,Administração de empresas.#$&Processamento de dados.#$&Contabilidade.#$&Processamento de dados.#$&Economia.#$&Processamento de dados.,"Cornachione Junior, Edgard Bruno.",Livro,6,1998.0,2. ed. -,"Atlas,",,"['Administração de empresas', 'Processamento de dados', 'Contabilidade', 'Processamento de dados', 'Economia', 'Processamento de dados']",Administração de empresas
16593,Informática :,novas aplicações com microcomputadores /,Informática.#$&Microcomputadores.#$&Computação de alto desempenho.,"Meirelles, Fernando de Souza",Livro,5,1988.0,,"McGraw-Hill,",,"['Informática', 'Microcomputadores', 'Computação de alto desempenho']",Informática
16594,Informática :,novas aplicações com microcomputadores /,Informática.#$&Microcomputadores.#$&Computação de alto desempenho.,"Meirelles, Fernando de Souza",Livro,6,1994.0,2. ed. -#$&atual. e ampl. -,"Makron Books,",8534601860,"['Informática', 'Microcomputadores', 'Computação de alto desempenho']",Informática
16681,Análise estruturada moderna,,Processamento eletrônico de dados -#$&Técnicas estruturadas.#$&Análise de sistemas.,"Yourdon, Edward,",Livro,9,1990.0,,"Campus,",8570016158,"['Processamento eletrônico de dados -', 'Técnicas estruturadas', 'Análise de sistemas']",Processamento eletrônico de dados -
16773,Modeling physical domains for knowledge based systems,,Sistemas baseados em conhecimento#$&Modelagem física#$&Modelagem do conhecimento.#$&Sistemas expertos.,"Ahonen, Jarmo.",Livro,1,1995.0,,"University of Joensuu,",,"['Sistemas baseados em conhecimento', 'Modelagem física', 'Modelagem do conhecimento', 'Sistemas expertos']",Sistemas baseados em conhecimento
17097,Cliente / servidor :,guia essencial de sobrevivência /,Redes locais de computação.,"Orfali, Robert",Livro,1,1996.0,,"Infobook,",8573310244,['Redes locais de computação'],Redes locais de computação
17141,Da Alexandria do Egito à Alexandria do espaço :,(um exercício de revisão de literatura (fevereiro 96) /,Tecnologia da Informação.#$&Inteligência artificial.#$&Realidade virtual.#$&Biblioteconomia.,"Cavalcanti, Cordelia R.",Livro,17,1996.0,,"Thesaurus,",8570620640,"['Tecnologia da Informação', 'Inteligência artificial', 'Realidade virtual', 'Biblioteconomia']",Tecnologia da Informação
17152,Dominando o Delphi 4 :,a Bíblia /,Delphi (Programa de computador).#$&Processamento de dados.,"Cantu, Marco.",Livro,8,1998.0,,"MAKRON Books,",8534610460,"['Delphi (Programa de computador)', 'Processamento de dados']",Delphi (Programa de computador)
17536,Aspectos teóricos da computação,,Programação de computador.#$&Processamento eletrônico de dados.#$&Teoria dos grafos#$&Algoritmos.#$&Robôs.,,Livro,3,1977.0,,"IMPA,",,"['Programação de computador', 'Processamento eletrônico de dados', 'Teoria dos grafos', 'Algoritmos', 'Robôs']",Programação de computador
17538,Microprocessador Z-80,,Microprocessadores.,"Cypriano, Luiz Benedito,",Livro,2,,4. ed. -,"Érica,",,['Microprocessadores'],Microprocessadores
17573,Redes de computadores,,Redes de computadores.,"Tanenbaum, Andrew S.,",Livro,4,1994.0,,"Campus,",8570018800,['Redes de computadores'],Redes de computadores
17886,Administração de informática :,funções e fatores críticos de sucesso /,Informática.,"Albertin, Alberto Luiz.",Livro,5,1996.0,,"Atlas,",8522413517,['Informática'],Informática
18386,Programação e métodos computacionais,,Programação (Computadores).#$&FORTRAN (Linguagem de programação de computador)#$&Computadores.,"Pacitti, Tercio,",Livro,5,1978.0,3. ed. -,"LTC,",,"['Programação (Computadores)', 'FORTRAN (Linguagem de programação de computador)', 'Computadores']",Programação (Computadores)
18388,Programação e métodos computacionais,,Programação (Computadores).#$&FORTRAN (Linguagem de programação de computador)#$&Computadores.,"Pacitti, Tercio,",Livro,6,1983.0,4. ed. -,"LTC,",8521602839,"['Programação (Computadores)', 'FORTRAN (Linguagem de programação de computador)', 'Computadores']",Programação (Computadores)
18389,Programação e métodos computacionais,,Programação (Computadores).#$&FORTRAN (Linguagem de programação de computador)#$&Computadores.,"Pacitti, Tercio,",Livro,8,1977.0,2. ed. -,"LTC,",,"['Programação (Computadores)', 'FORTRAN (Linguagem de programação de computador)', 'Computadores']",Programação (Computadores)
18390,Programação e métodos computacionais,,Programação (Computadores).#$&FORTRAN (Linguagem de programação de computador)#$&Computadores.,"Pacitti, Tercio,",Livro,14,1975.0,1. ed. -,"LTC,",,"['Programação (Computadores)', 'FORTRAN (Linguagem de programação de computador)', 'Computadores']",Programação (Computadores)
18896,Borland C++ :,programação for Windows /,Borland C++ (Linguagem de programação de computador)#$&Linguagem de programação (Computadores).,"Holzner, Steven.",Livro,1,1995.0,,"Makron,",8534603219,"['Borland C++ (Linguagem de programação de computador)', 'Linguagem de programação (Computadores)']",Borland C++ (Linguagem de programação de computador)
20932,Análise baseada em objetos,,Análise de sistemas.#$&Administração de empresas.#$&Administração.,"Coad, Peter",Livro,6,1996.0,2. ed. rev. -,"Campus,",8535200428,"['Análise de sistemas', 'Administração de empresas', 'Administração']",Análise de sistemas
20969,Computational theories of interaction and agency,,Inteligência artificial.#$&Processamento de dados.#$&Complexidade computacional.,,Livro,1,1996.0,1st ed. -,"MIT,",,"['Inteligência artificial', 'Processamento de dados', 'Complexidade computacional']",Inteligência artificial
21064,TCP/IP illustrated,,TCP/IP (Protocolo de rede de computador).,"Stevens, W. Richard.",Livro,20,,,"Addison-Wesley,",,['TCP/IP (Protocolo de rede de computador)'],TCP/IP (Protocolo de rede de computador)
21167,Design patterns elements of reusable object-oriented software,,Linguagem orientada a objetos (Computação)#$&Padrões de projetos.,,Livro,16,1995.0,,"Addison-Wesley,",0201633612,"['Linguagem orientada a objetos (Computação)', 'Padrões de projetos']",Linguagem orientada a objetos (Computação)
21277,Client/Server programming with Java and CORBA,,Engenharia de software. #$&Java (Linguagem de programação de computador).#$&Cliente/servidor (Computadores)#$&Programação orientada a objetos (Computação),"Orfali, Robert",Livro,9,1998.0,2nd ed. -,"J. Wiley,",047124578X,"['Engenharia de software', 'Java (Linguagem de programação de computador)', 'Cliente/servidor (Computadores)', 'Programação orientada a objetos (Computação)']",Engenharia de software
22006,Selected papers :,25 years of the International Symposium on Computer Architecture /,Arquitetura de computador.#$&Congressos.,"International Symposium on Computer Architecture.  (25. : 1998 : New York, N.Y.)",Livro,1,1998.0,,"ACM Press,",1581130589,"['Arquitetura de computador', 'Congressos']",Arquitetura de computador
22389,Programando para Linux,,Linux (Sistema operacional de computador).,"Volkerding, Patrick.",Livro,9,1998.0,,"Makron Books,",8534609055,['Linux (Sistema operacional de computador)'],Linux (Sistema operacional de computador)
22467,Introduction to algorithms,,Algoritmos de computador.#$&Programação (Computadores).,"Cormen, Thomas H.",Livro,2,1990.0,,"MIT,",0262031418,"['Algoritmos de computador', 'Programação (Computadores)']",Algoritmos de computador
22946,Distributed operating systems & algorithms,,Sistemas operacionais (Computadores).#$&Algoritmos de computador.,"Chow, Randy.",Livro,1,1997.0,,"Addison-Wesley,",0201498383,"['Sistemas operacionais (Computadores)', 'Algoritmos de computador']",Sistemas operacionais (Computadores)
23441,Numerical recipes example book :,(FORTRAN) /,FORTRAN (Linguagem de programação de computador)#$&Análise numérica#$&Programas de computador.,,Livro,2,1992.0,2nd. ed. -,"Cambridge University,",0521437210,"['FORTRAN (Linguagem de programação de computador)', 'Análise numérica', 'Programas de computador']",FORTRAN (Linguagem de programação de computador)
23451,An introduction to S and S-PLUS,,S (Linguagem de programação de computador).,"Spector, Phil,",Livro,1,1994.0,,"Duxburg,",053419866X,['S (Linguagem de programação de computador)'],S (Linguagem de programação de computador)
23646,Introduction to parallel algorithms and architectures :,"arrays, trees, hypercubes /",Algoritmos de computador.#$&Processamento paralelo (Computadores).#$&Arquitetura de computador.,"Leighton, Frank Thomson",Livro,1,1992.0,,"M. Kaufmann,",1558601171,"['Algoritmos de computador', 'Processamento paralelo (Computadores)', 'Arquitetura de computador']",Algoritmos de computador
23724,Compiler construction :,principles and practice /,Compiladores (Programas de computador)#$&Compiladores (Programas de computador),"Louden, Kenneth C.",Livro,9,1997.0,,"PWS,",0534939724,"['Compiladores (Programas de computador)', 'Compiladores (Programas de computador)']",Compiladores (Programas de computador)
23936,Algoritmos e estruturas de dados,,Estruturas de dados (Computação)#$&Algoritmos.,"Wirth, Niklaus",Livro,6,1989.0,,"Prentice-Hall do Brasil,",8570540337,"['Estruturas de dados (Computação)', 'Algoritmos']",Estruturas de dados (Computação)
24175,Organização estruturada de computadores,,Arquitetura de computador.#$&Computadores digitais.#$&Informática.#$&Computadores digitais eletrônicos -#$&Programação,"Tanenbaum, Andrew S.,",Livro,17,1992.0,3. ed. -,"LTC,",8521611706,"['Arquitetura de computador', 'Computadores digitais', 'Informática', 'Computadores digitais eletrônicos -', 'Programação']",Arquitetura de computador
24286,Dominando o photoshop 5 para a web :,a bíblia /,Adobe Photoshop (Programa de computador)#$&Processamento de imagens.#$&Computação gráfica.#$&World Wide Web (Sistema de recuperação da informação).#$&Internet (Redes de computação).#$&HTML (Linguagem de programação de computador)#$&Sites da Web,"Straznitskas, Matt",Livro,6,1999.0,,"Makron Books,",8534610339,"['Adobe Photoshop (Programa de computador)', 'Processamento de imagens', 'Computação gráfica', 'World Wide Web (Sistema de recuperação da informação)', 'Internet (Redes de computação)', 'HTML (Linguagem de programação de computador)', 'Sites da Web']",Adobe Photoshop (Programa de computador)
24374,Principles of data mining and knowledge discovery :,"first European symposium, PKDD'97, Trondheim, Norway, June 24-27, 1997 ; proceedings /",Banco de dados.#$&Inteligência artificial.,,Livro,1,1997.0,,"Springer,",3540632239,"['Banco de dados', 'Inteligência artificial']",Banco de dados
24405,Fundamentals of algebraic specification,,Estruturas de dados (Computação)#$&Álgebra.,"Ehrig, Hartmut",Livro,3,,,"Springer-Verlag,",,"['Estruturas de dados (Computação)', 'Álgebra']",Estruturas de dados (Computação)
24503,Notas para exame :,Internet information server 4 : exame 70-087 /,Internet (Redes de computação).#$&Redes de computação.#$&Gerência,"Strebe, Matthew.",Livro,3,1999.0,,"Makron Books,",8534610541,"['Internet (Redes de computação)', 'Redes de computação', 'Gerência']",Internet (Redes de computação)
24504,Notas para exame :,MCSE NT server 4 : exame 70-064 /,Windows Server (Sistema operacional de computador).,"Govanus, Gary.",Livro,3,1999.0,,"Makron Books,",8534610533,['Windows Server (Sistema operacional de computador)'],Windows Server (Sistema operacional de computador)
24531,Gerenciando data warehouse :,"[técnicas práticas para monitorar operações e performances, administrar dados e ferramentas, gerenciar alterações e crescimento /",Banco de dados -#$&Gerência.#$&Sistemas de informação gerencial.,"Inmon, William H.,",Livro,4,1999.0,,"Makron Books,",8534610878,"['Banco de dados -', 'Gerência', 'Sistemas de informação gerencial']",Banco de dados -
24700,TCP/IP :,"architecture, protocols, and implementation with IPv6 and IP security /",TCP/IP (Protocolo de rede de computador).,"Feit, Sidnie.",Livro,1,1997.0,2. ed. -,"McGraw-Hill,",,['TCP/IP (Protocolo de rede de computador)'],TCP/IP (Protocolo de rede de computador)
24710,Tabu search,,Inteligência artificial.#$&Pesquisa operacional.#$&Otimização matemática.,"Glover, Fred.",Livro,3,1997.0,,"Kluwer Academic Publishers,",,"['Inteligência artificial', 'Pesquisa operacional', 'Otimização matemática']",Inteligência artificial
24836,Projeto baseado em objetos,,Programação orientada a objetos (Computação).#$&Programação (Computadores).,"Coad, Peter.",Livro,8,1993.0,4.ed.,"Campus,",,"['Programação orientada a objetos (Computação)', 'Programação (Computadores)']",Programação orientada a objetos (Computação)
24883,Java :,programmer's reference /,Java (Linguagem de programação de computador).#$&Linguagem de programação (Computadores).,"Schildt, Herbert,",Livro,1,1997.0,,"Osborne McGraw-Hill,",0078823684,"['Java (Linguagem de programação de computador)', 'Linguagem de programação (Computadores)']",Java (Linguagem de programação de computador)
24919,Redes de computadores,,Redes de computação.#$&Informática.,"Tanenbaum, Andrew S.,",Livro,18,1997.0,,"Campus,",,"['Redes de computação', 'Informática']",Redes de computação
25048,Turbo Pascal 7.0 :,comandos e funções /,Turbo Pascal (Linguagem de programação de computador),"Rinaldi, Roberto,",Livro,1,1993.0,3.ed.-,"Érica,",,['Turbo Pascal (Linguagem de programação de computador)'],Turbo Pascal (Linguagem de programação de computador)
25049,Análise e projeto orientados a objetos :,estudos de casos/,Engenharia de sistema -#$&Análise de sistema.,"Yourdon, Edward.",Livro,1,1999.0,,"Makron Books,",,"['Engenharia de sistema -', 'Análise de sistema']",Engenharia de sistema -
25191,Uncertainty in knowledge bases :,"Proceedings [of the] 3rd International Conference on Information Processing and Management of Uncertainty in Knowledge-Based Systems, IPMU'90, Paris, France, July 2-6, 1990 /",Incerteza (Teoria da informação).#$&Sistemas especialistas (Computação).#$&Inteligência artificial.,,Livro,1,1991.0,,"Springer-Verlag,",,"['Incerteza (Teoria da informação)', 'Sistemas especialistas (Computação)', 'Inteligência artificial']",Incerteza (Teoria da informação)
25424,Sistemas operacionais :,projeto e implementação /,Sistemas operacionais (Computadores).,"Tanenbaum, Andrew S.",Livro,3,2000.0,2. ed. -,"Bookman,",,['Sistemas operacionais (Computadores)'],Sistemas operacionais (Computadores)
25530,Computer aided verification,,Programas de computador -#$&Verificação.#$&Processamento paralelo (Computadores).#$&Processamento eletrônico de dados.#$&Programação paralela (Computação).,,Livro,1,1996.0,,"Springer,",3540614745,"['Programas de computador -', 'Verificação', 'Processamento paralelo (Computadores)', 'Processamento eletrônico de dados', 'Programação paralela (Computação)']",Programas de computador -
25570,Engenharia de software,,Engenharia de software.,"Pressman, Roger S.",Livro,16,1995.0,,"Makron Books,",8534602379,['Engenharia de software'],Engenharia de software
25581,Redes de computadores :,"das LANs, MANs e WANs às redes ATM /",Redes de computadores.,"Soares, Luiz Fernando Gomes.",Livro,14,1995.0,2.ed. rev. e ampl. -,"Elsevier/Campus,",,['Redes de computadores'],Redes de computadores
25600,Estruturas de dados e seus algoritmos,,Estruturas de dados (Computação)#$&Algoritmos.,"Szwarcfiter, Jayme Luiz.",Livro,45,1994.0,2. ed. rev. -,"LTC,",,"['Estruturas de dados (Computação)', 'Algoritmos']",Estruturas de dados (Computação)
25801,Uma ferramenta para monitorização da rede ATM da UFRN através da Web,,Rede de computador - Dissertação.#$&Redes ATM - UFRN - Dissertação.#$&Redes de computação - Gerência - Dissertação.,"Silva, Helcio Wagner da.",Dissertação,1,2000.0,,,,"['Rede de computador - Dissertação', 'Redes ATM - UFRN - Dissertação', 'Redes de computação - Gerência - Dissertação']",Rede de computador - Dissertação
25869,O que é o virtual ?,,Tecnologia da Informação.#$&Inteligência artificial.#$&Realidade virtual.,"Lévy, Pierre,",Livro,30,1996.0,1. ed. -,"Ed. 34,",857326036X,"['Tecnologia da Informação', 'Inteligência artificial', 'Realidade virtual']",Tecnologia da Informação
25969,Sistema de banco de dados,,Banco de dados.#$&Informática.#$&Ciência da computação.,"Silberschatz, Abraham.",Livro,9,1999.0,3. ed. -,"Makron,",8534610738,"['Banco de dados', 'Informática', 'Ciência da computação']",Banco de dados
26070,Hyperproof,,Lógica simbólica e matemática.#$&Hyperproof (Programa de computador),"Barwise, Jon.",Livro,2,1994.0,,"CSLI,",1881526119,"['Lógica simbólica e matemática', 'Hyperproof (Programa de computador)']",Lógica simbólica e matemática
26379,Realidade virtual e a exploração do espaço cibernético,,Cibernética.#$&Realidade virtual.,"Hamit, Francis",Livro,1,1993.0,,"Berkeley,",8572511776,"['Cibernética', 'Realidade virtual']",Cibernética
26382,A educação na Era da Internet :,professores e aprendizes na Web /,Ensino auxiliado por computador.#$&Internet na educação.#$&Internet (Redes de computação) na educação.,"Lucena, Carlos,",Livro,1,2000.0,,"Clube do Futuro,",,"['Ensino auxiliado por computador', 'Internet na educação', 'Internet (Redes de computação) na educação']",Ensino auxiliado por computador
26582,Algorítmos e estruturas de dados,,Algoritmos.#$&Programação (Computadores).#$&Estruturas de dados (Computação),"Guimarães, Angelo de Moura",Livro,5,1994.0,,"LTC,",8521603789,"['Algoritmos', 'Programação (Computadores)', 'Estruturas de dados (Computação)']",Algoritmos
27029,Kit de construção de sites Web para Windows 95,,Internet (Rede de computadores)#$&Windows 95 (Sistema operacional de computadores)#$&Word Wide Web (Sistemas de recuperação da informação),"Zimmerman, Scott.",Livro,1,1997.0,,"Makron Books,",,"['Internet (Rede de computadores)', 'Windows 95 (Sistema operacional de computadores)', 'Word Wide Web (Sistemas de recuperação da informação)']",Internet (Rede de computadores)
27034,Introdução a ciência da computação,,Processamento eletrônico de dados.#$&Processamento de dados.#$&Computador.#$&Ciência da computação.,"Guimarães, Angelo de Moura.",Livro,10,1984.0,,"Livros Tecnicos e Científicos,",,"['Processamento eletrônico de dados', 'Processamento de dados', 'Computador', 'Ciência da computação']",Processamento eletrônico de dados
27378,Programação estruturada de computadores :,Pascal estruturado /,Pascal (Linguagem de programação).#$&Programação estruturada.,,Livro,2,1985.0,,"Guanabara Dois,",857030062X,"['Pascal (Linguagem de programação)', 'Programação estruturada']",Pascal (Linguagem de programação)
28822,Harvard graphics,,Harvard Graphics (Programa de computador),"Cavanha Filho, Armando Oscar.",Livro,1,1990.0,,"Ciência Moderna,",,['Harvard Graphics (Programa de computador)'],Harvard Graphics (Programa de computador)
29061,Análise estruturada de sistemas,,Análise de sistemas.#$&Computação.,"Gane, Chris,",Livro,16,1983.0,,"Livros Técnicos e Científicos,",,"['Análise de sistemas', 'Computação']",Análise de sistemas
29565,Uma estratégia metaheurística híbrida genética de grupamento para o problema bin packing 1-dimensional,,Algorítmo(Informática) -#$&Dissertação.#$&Metaheurística -#$&Dissertação.#$&Otimização combinatória -#$&Dissertação.#$&Algoritmos genéticos -#$&Dissertação.,"Silva, Marcelo Mariano da.",Dissertação,1,2000.0,,,,"['Algorítmo(Informática) -', 'Dissertação', 'Metaheurística -', 'Dissertação', 'Otimização combinatória -', 'Dissertação', 'Algoritmos genéticos -', 'Dissertação']",Algorítmo(Informática) -
30012,Fundamentos de computação gráfica :,compugrafia /,Computação gráfica.#$&Gráficos por computador.,,Livro,5,1987.0,,"Livros Técnicos e Científicos,",8521605064,"['Computação gráfica', 'Gráficos por computador']",Computação gráfica
30067,Internet para leigos,,Internet.#$&Sistemas de informação.#$&Informática.#$&Ciência da Computação.,"Levine, John R.",Livro,2,1994.0,,"Berkeley,",8572512551,"['Internet', 'Sistemas de informação', 'Informática', 'Ciência da Computação']",Internet
30172,Projeto e implementação do Microsoft Internet :,information server 2 /,Internet (Redes de computação).#$&Redes de computação.#$&Gerência.,"Knowles, Arthur.",Livro,1,1997.0,,"Campus,",853520122X,"['Internet (Redes de computação)', 'Redes de computação', 'Gerência']",Internet (Redes de computação)
30582,Modelos para qualidade de software :,um estudo comparativo /,Software.#$&Software.#$&Modelos de qualidade -#$&EFQM / SPICE -#$&CMM -#$&Informática.,"Amaral, Ytalo Rosendo do.",Dissertação,1,2000.0,,,,"['Software', 'Software', 'Modelos de qualidade -', 'EFQM / SPICE -', 'CMM -', 'Informática']",Software
30710,Guia Internet de conectividade,,Internet (Redes de computação).,,Livro,1,1997.0,"4. ed., rev. e ampl. -","Cyclades,",,['Internet (Redes de computação)'],Internet (Redes de computação)
30741,E-commerce na corda bamba :,um guia prático sobre os erros em comércio eletrônico e como evitá-los /  -,Comércio eletrônico.,"Venetianer, T.",Livro,1,2001.0,,"Campus,",8535207325,['Comércio eletrônico'],Comércio eletrônico
31448,ALS/AS logic databook,,"Circuitos lógicos#$&Manuais, guias, etc.#$&Circuitos integrados.#$&Manuais, guias, etc.",,Livro,1,1987.0,,"National Semiconductor,",,"['Circuitos lógicos', 'Manuais, guias, etc', 'Circuitos integrados', 'Manuais, guias, etc']",Circuitos lógicos
31472,LOTUS 1-2-3 :,guia de referência básica /,Lotus 1-2-3 (Programa de computador)#$&Programação (Computadores).,"Celentano, Celeida Maria.",Livro,1,1988.0,,"McGraw-Hill,",0074501046,"['Lotus 1-2-3 (Programa de computador)', 'Programação (Computadores)']",Lotus 1-2-3 (Programa de computador)
32175,"Guia do usuário Microsoft, MS-DOS, 6.22 :",para sistema operacional MS-DOS /,MS-DOS (Sistema operacional de computador)#$&MS-DOS (Sistema operacional de computador),,Livro,6,1994.0,,"Microsoft Corporation,",,"['MS-DOS (Sistema operacional de computador)', 'MS-DOS (Sistema operacional de computador)']",MS-DOS (Sistema operacional de computador)
32182,Lotus 1-2-3 :,guia do usuário /,Lotus 1-2-3 (Programa de computador)#$&Programação (Computadores).#$&Computação gráfica.,"Baras, Edward M.",Livro,1,1985.0,,"McGraw-Hill do Brasil,",,"['Lotus 1-2-3 (Programa de computador)', 'Programação (Computadores)', 'Computação gráfica']",Lotus 1-2-3 (Programa de computador)
